order_id,order_date,platform,shop_name,region,category,sku,unit_price,quantity,gross_amount,discount_amount,refund_amount,net_amount,gross_profit,payment_channel,warehouse,traffic_source,promo_type,customer_type,inventory_before,inventory_after,inventory_risk,anomaly_note
ORD202602020229,2026-02-02,Tmall,天猫旗舰店,华南,手机配件,PD快充头20W,79,6,474,52.87,0.0,427.13,241.13,支付宝,华东仓,搜索,清仓促销,老客,86,80,healthy,
ORD202603120230,2026-03-12,Kuaishou,快手品牌号,东北,耳机,主动降噪蓝牙耳机Pro,329,1,329,38.67,260.54,35.79,-126.21,支付宝,华南仓,主播连麦,会员日,新客,76,75,healthy,
ORD202601250231,2026-01-25,Pinduoduo,拼多多店铺,华北,耳机,主动降噪蓝牙耳机Pro,329,2,658,90.27,0.0,567.73,243.73,云闪付,西南仓,自然流量,日常销售,新客,54,52,healthy,
ORD202603160232,2026-03-16,Douyin,抖音直播间,华南,手机配件,PD快充头20W,79,1,79,6.0,0.0,73.0,42.0,微信支付,华北仓,短视频种草,清仓促销,粉丝,59,58,healthy,
ORD202603220233,2026-03-22,Douyin,抖音直播间,华中,电脑外设,机械键盘84配列,299,1,299,33.1,0.0,265.9,124.9,支付宝,华南仓,信息流,日常销售,粉丝,100,99,healthy,
ORD202603310234,2026-03-31,Tmall,天猫旗舰店,华南,智能家居,RGB氛围灯条,99,3,297,16.47,0.0,288.53,174.53,云闪付,华北仓,搜索,清仓促销,会员,56,53,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602100235,2026-02-10,Kuaishou,快手品牌号,华南,智能穿戴,旗舰手表X1,899,1,899,66.15,0.0,832.85,380.85,云闪付,华北仓,主播连麦,清仓促销,粉丝,80,79,healthy,
ORD202603150236,2026-03-15,JD,京东自营店,华北,平板周边,手写笔Pro,229,1,229,14.88,0.0,222.12,125.12,京东支付,华南仓,站内推荐,日常销售,老客,110,109,healthy,
ORD202601180237,2026-01-18,JD,京东自营店,华中,手机配件,PD快充头20W,79,1,79,3.28,0.0,75.72,44.72,微信支付,华北仓,站内推荐,日常销售,企业客户,74,73,healthy,
ORD202603230238,2026-03-23,JD,京东自营店,华南,耳机,运动耳机Lite,199,2,398,31.34,0.0,366.66,194.66,微信支付,华东仓,企业团购,平台大促,老客,26,24,healthy,
ORD202601050239,2026-01-05,Douyin,抖音直播间,华南,耳机,开放式耳夹耳机Air,269,2,538,61.59,0.0,476.41,242.41,支付宝,西南仓,短视频种草,平台大促,新客,52,50,healthy,
ORD202601170240,2026-01-17,Pinduoduo,拼多多店铺,华东,智能穿戴,运动手表Lite,399,1,399,62.65,0.0,344.35,156.35,京东支付,华东仓,百亿补贴,新品上新,新客,41,40,healthy,
ORD202601160241,2026-01-16,Tmall,天猫旗舰店,华中,电脑外设,USB-C扩展坞7合1,239,1,239,22.41,0.0,216.59,104.59,微信支付,华南仓,店播,会员日,会员,20,19,healthy,
ORD202603020242,2026-03-02,WeChatMall,微信小程序商城,华北,耳机,主动降噪蓝牙耳机Pro,329,1,329,20.79,0.0,308.21,146.21,微信支付,华东仓,朋友圈,直播专场,老客,94,93,healthy,
ORD202602220243,2026-02-22,Pinduoduo,拼多多店铺,东北,手机配件,GaN氮化镓快充头30W,119,3,357,48.67,0.0,318.33,183.33,支付宝,华南仓,活动会场,会员日,价格敏感,115,112,healthy,
ORD202603030244,2026-03-03,Douyin,抖音直播间,华南,智能穿戴,运动手表Lite,399,2,798,73.07,0.0,732.93,356.93,微信支付,华东仓,达人直播,直播专场,冲动购,102,100,healthy,
ORD202603240245,2026-03-24,JD,京东自营店,东北,手机配件,GaN氮化镓快充头30W,119,3,357,15.48,142.73,198.79,63.79,支付宝,华南仓,搜索,日常销售,企业客户,53,50,healthy,
ORD202603190246,2026-03-19,JD,京东自营店,西南,电脑外设,机械键盘84配列,299,1,299,8.61,0.0,298.39,157.39,微信支付,华南仓,企业团购,日常销售,企业客户,51,50,healthy,
ORD202602080247,2026-02-08,WeChatMall,微信小程序商城,华南,智能家居,智能插座双口版,69,4,276,18.47,0.0,265.53,157.53,支付宝,华南仓,社群团购,日常销售,团购,70,66,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602130248,2026-02-13,Tmall,天猫旗舰店,华北,智能家居,智能插座双口版,69,3,207,17.83,0.0,195.17,114.17,微信支付,华北仓,搜索,新品上新,会员,57,54,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603070249,2026-03-07,Pinduoduo,拼多多店铺,西南,智能家居,智能摄像头云台版,259,3,777,177.46,348.91,250.63,-112.37,微信支付,华南仓,自然流量,日常销售,新客,53,50,overstock_risk,活动后退款偏高，需复盘详情页和售后承诺
ORD202601110250,2026-01-11,Tmall,天猫旗舰店,华北,电脑外设,无线鼠标静音版,139,2,278,16.44,0.0,271.56,163.56,支付宝,华北仓,店播,日常销售,会员,49,47,healthy,
ORD202601020251,2026-01-02,JD,京东自营店,华东,电脑外设,无线鼠标静音版,139,1,139,4.08,0.0,134.92,80.92,微信支付,华东仓,企业团购,新品上新,企业客户,32,31,healthy,
ORD202603270252,2026-03-27,JD,京东自营店,华南,手机配件,编织数据线Type-C 2m,49,1,49,2.98,0.0,56.02,40.02,京东支付,华北仓,企业团购,会员日,企业客户,74,73,healthy,
ORD202603240253,2026-03-24,Tmall,天猫旗舰店,华东,智能家居,智能摄像头云台版,259,4,1036,47.24,0.0,996.76,512.76,微信支付,华南仓,搜索,会员日,新客,111,107,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603310254,2026-03-31,JD,京东自营店,华南,手机配件,编织数据线Type-C 2m,49,6,294,20.22,0.0,281.78,185.78,微信支付,华东仓,企业团购,日常销售,企业客户,24,18,healthy,
ORD202603150255,2026-03-15,Tmall,天猫旗舰店,华北,智能穿戴,旗舰手表X1,899,1,899,92.69,0.0,814.31,362.31,京东支付,华东仓,搜索,日常销售,老客,90,89,healthy,
ORD202602080256,2026-02-08,Douyin,抖音直播间,西南,手机配件,GaN氮化镓快充头30W,119,1,119,16.41,0.0,108.59,63.59,京东支付,华北仓,信息流,新品上新,粉丝,46,45,healthy,
ORD202602280257,2026-02-28,JD,京东自营店,华北,智能家居,智能摄像头云台版,259,1,259,13.86,0.0,251.14,130.14,微信支付,华南仓,企业团购,日常销售,企业客户,108,107,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603110258,2026-03-11,Douyin,抖音直播间,华北,手机配件,磁吸无线充15W,159,1,159,14.39,0.0,144.61,81.61,京东支付,华东仓,达人直播,日常销售,新客,53,52,healthy,
ORD202603070259,2026-03-07,Pinduoduo,拼多多店铺,华东,手机配件,编织数据线Type-C 2m,49,3,147,27.25,0.0,119.75,71.75,支付宝,华南仓,自然流量,新品上新,价格敏感,67,64,healthy,
ORD202603290260,2026-03-29,Tmall,天猫旗舰店,华东,耳机,主动降噪蓝牙耳机Pro,329,2,658,29.24,0.0,628.76,304.76,支付宝,华北仓,搜索,日常销售,新客,76,74,healthy,
ORD202601050261,2026-01-05,Pinduoduo,拼多多店铺,华南,手机配件,GaN氮化镓快充头30W,119,1,119,30.53,0.0,94.47,49.47,微信支付,西南仓,活动会场,平台大促,价格敏感,42,41,healthy,
ORD202603060262,2026-03-06,Douyin,抖音直播间,华南,耳机,开放式耳夹耳机Air,269,1,269,32.25,0.0,236.75,119.75,支付宝,华南仓,信息流,直播专场,新客,104,103,healthy,
ORD202601050263,2026-01-05,Tmall,天猫旗舰店,华东,智能穿戴,旗舰手表X1,899,1,899,59.23,0.0,839.77,387.77,支付宝,华东仓,会员复购,会员日,会员,105,104,healthy,
ORD202601200264,2026-01-20,Pinduoduo,拼多多店铺,华北,平板周边,手写笔Pro,229,1,229,60.46,0.0,168.54,71.54,微信支付,华东仓,活动会场,直播专场,新客,87,86,healthy,
ORD202601310265,2026-01-31,Tmall,天猫旗舰店,华南,手机配件,编织数据线Type-C 2m,49,2,98,11.66,0.0,96.34,64.34,支付宝,西南仓,会员复购,日常销售,新客,78,76,healthy,
ORD202602110266,2026-02-11,Tmall,天猫旗舰店,华东,平板周边,折叠支架Max,129,1,129,8.33,0.0,120.67,68.67,微信支付,华东仓,店播,平台大促,老客,90,89,healthy,
ORD202602130267,2026-02-13,Douyin,抖音直播间,西南,平板周边,手写笔Pro,229,1,229,29.57,0.0,199.43,102.43,微信支付,西南仓,短视频种草,会员日,新客,115,114,healthy,
ORD202602160268,2026-02-16,JD,京东自营店,华中,智能家居,RGB氛围灯条,99,1,99,10.6,0.0,88.4,50.4,云闪付,西南仓,站内推荐,平台大促,企业客户,66,65,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603290269,2026-03-29,Pinduoduo,拼多多店铺,华南,智能穿戴,儿童手表Lite,499,2,998,176.57,0.0,827.43,355.43,微信支付,华北仓,活动会场,会员日,新客,95,93,healthy,
ORD202602210270,2026-02-21,Douyin,抖音直播间,华南,电脑外设,USB-C扩展坞7合1,239,1,239,37.57,0.0,209.43,97.43,支付宝,华东仓,达人直播,日常销售,新客,79,78,healthy,
ORD202601210271,2026-01-21,Pinduoduo,拼多多店铺,华南,智能穿戴,儿童手表Lite,499,1,499,107.34,0.0,399.66,163.66,微信支付,华北仓,活动会场,清仓促销,老客,103,102,healthy,
ORD202601230272,2026-01-23,Douyin,抖音直播间,华南,电脑外设,无线鼠标静音版,139,3,417,56.72,0.0,366.28,204.28,微信支付,华东仓,信息流,日常销售,新客,84,81,healthy,
ORD202601150273,2026-01-15,WeChatMall,微信小程序商城,华南,智能家居,智能插座双口版,69,3,207,14.73,0.0,198.27,117.27,支付宝,西南仓,私域复购,会员日,会员,79,76,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603290274,2026-03-29,Douyin,抖音直播间,华东,电脑外设,USB-C扩展坞7合1,239,1,239,39.87,0.0,199.13,87.13,云闪付,华南仓,信息流,会员日,冲动购,28,27,healthy,
ORD202603310275,2026-03-31,Kuaishou,快手品牌号,华东,智能家居,智能摄像头云台版,259,1,259,34.63,174.33,50.04,-70.96,微信支付,西南仓,短视频挂车,日常销售,粉丝,108,107,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602240276,2026-02-24,JD,京东自营店,华北,平板周边,磁吸键盘Air,349,2,698,14.14,0.0,691.86,367.86,微信支付,华东仓,站内推荐,新品上新,企业客户,107,105,healthy,
ORD202602120277,2026-02-12,Douyin,抖音直播间,华南,手机配件,PD快充头20W,79,2,158,28.64,0.0,129.36,67.36,微信支付,华南仓,达人直播,直播专场,新客,53,51,healthy,
ORD202601220278,2026-01-22,Douyin,抖音直播间,华北,手机配件,磁吸无线充15W,159,1,159,19.64,0.0,149.36,86.36,京东支付,西南仓,达人直播,平台大促,新客,61,60,healthy,
ORD202601090279,2026-01-09,Tmall,天猫旗舰店,华中,耳机,开放式耳夹耳机Air,269,3,807,91.51,0.0,715.49,364.49,微信支付,华南仓,搜索,新品上新,老客,56,53,healthy,
ORD202601080280,2026-01-08,Douyin,抖音直播间,西南,智能穿戴,旗舰手表X1,899,1,899,117.41,0.0,781.59,329.59,云闪付,西南仓,达人直播,平台大促,粉丝,65,64,healthy,
ORD202602140281,2026-02-14,Douyin,抖音直播间,华北,手机配件,编织数据线Type-C 2m,49,2,98,11.24,0.0,86.76,54.76,支付宝,华南仓,信息流,日常销售,冲动购,60,58,healthy,
ORD202601040282,2026-01-04,Tmall,天猫旗舰店,华中,手机配件,磁吸无线充15W,159,1,159,10.77,0.0,148.23,85.23,微信支付,西南仓,会员复购,平台大促,会员,85,84,healthy,
ORD202601310283,2026-01-31,Kuaishou,快手品牌号,华东,智能家居,智能插座双口版,69,2,138,17.75,0.0,120.25,66.25,微信支付,华北仓,主播连麦,日常销售,粉丝,60,58,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601050284,2026-01-05,Douyin,抖音直播间,华东,平板周边,磁吸键盘Air,349,1,349,43.86,0.0,315.14,153.14,支付宝,华南仓,短视频种草,会员日,新客,82,81,healthy,
ORD202601310285,2026-01-31,Douyin,抖音直播间,华北,平板周边,磁吸键盘Air,349,1,349,52.39,285.87,10.74,-151.26,微信支付,华东仓,信息流,直播专场,新客,26,25,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202602210286,2026-02-21,Tmall,天猫旗舰店,华中,耳机,运动耳机Lite,199,3,597,36.1,0.0,566.9,308.9,支付宝,华南仓,搜索,日常销售,会员,21,18,healthy,
ORD202602050287,2026-02-05,Douyin,抖音直播间,东北,电脑外设,无线鼠标静音版,139,2,278,25.45,0.0,260.55,152.55,微信支付,西南仓,信息流,日常销售,粉丝,97,95,healthy,
ORD202602150288,2026-02-15,Kuaishou,快手品牌号,华东,手机配件,磁吸无线充15W,159,1,159,15.18,0.0,151.82,88.82,微信支付,华南仓,主播连麦,直播专场,新客,86,85,healthy,
ORD202601290289,2026-01-29,Douyin,抖音直播间,东北,智能家居,智能插座双口版,69,2,138,26.17,0.0,117.83,63.83,微信支付,华东仓,信息流,平台大促,冲动购,34,32,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602110290,2026-02-11,Douyin,抖音直播间,西南,智能穿戴,旗舰手表X1,899,1,899,110.73,0.0,788.27,336.27,微信支付,华北仓,短视频种草,平台大促,新客,56,55,healthy,
ORD202603150291,2026-03-15,Tmall,天猫旗舰店,华南,智能家居,智能摄像头云台版,259,2,518,29.89,0.0,488.11,246.11,微信支付,西南仓,店播,清仓促销,新客,29,27,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602180292,2026-02-18,JD,京东自营店,华北,智能家居,智能插座双口版,69,5,345,20.43,0.0,324.57,189.57,支付宝,华北仓,站内推荐,清仓促销,企业客户,20,15,healthy,
ORD202602220293,2026-02-22,Douyin,抖音直播间,华北,智能家居,智能门锁青春版,1299,1,1299,171.11,0.0,1137.89,419.89,云闪付,华南仓,信息流,会员日,冲动购,109,108,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603290294,2026-03-29,Pinduoduo,拼多多店铺,华南,平板周边,磁吸键盘Air,349,1,349,69.29,218.03,71.68,-90.32,支付宝,华东仓,百亿补贴,日常销售,价格敏感,113,112,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202603030295,2026-03-03,Douyin,抖音直播间,华东,耳机,开放式耳夹耳机Air,269,2,538,83.37,132.83,321.8,87.8,支付宝,华北仓,短视频种草,新品上新,粉丝,87,85,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202603010296,2026-03-01,Douyin,抖音直播间,华南,耳机,主动降噪蓝牙耳机Pro,329,1,329,40.03,0.0,288.97,126.97,支付宝,西南仓,达人直播,日常销售,冲动购,73,72,healthy,
ORD202601100297,2026-01-10,Douyin,抖音直播间,华东,智能穿戴,儿童手表Lite,499,2,998,61.57,0.0,944.43,472.43,云闪付,华北仓,达人直播,日常销售,新客,101,99,healthy,
ORD202603200298,2026-03-20,WeChatMall,微信小程序商城,华南,手机配件,PD快充头20W,79,3,237,25.36,0.0,219.64,126.64,京东支付,华东仓,私域复购,直播专场,团购,25,22,healthy,
ORD202603090299,2026-03-09,WeChatMall,微信小程序商城,西南,智能家居,智能摄像头云台版,259,1,259,14.28,0.0,254.72,133.72,支付宝,华南仓,私域复购,平台大促,老客,57,56,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603140300,2026-03-14,JD,京东自营店,西南,智能家居,智能摄像头云台版,259,1,259,7.61,0.0,259.39,138.39,支付宝,西南仓,站内推荐,新品上新,新客,100,99,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602160301,2026-02-16,JD,京东自营店,华东,电脑外设,无线鼠标静音版,139,2,278,13.22,0.0,270.78,162.78,微信支付,华南仓,站内推荐,日常销售,新客,31,29,healthy,
ORD202603030302,2026-03-03,Pinduoduo,拼多多店铺,华北,智能家居,RGB氛围灯条,99,6,594,138.02,0.0,455.98,227.98,微信支付,华北仓,百亿补贴,平台大促,新客,95,89,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602200303,2026-02-20,Douyin,抖音直播间,华东,平板周边,手写笔Pro,229,1,229,34.86,0.0,202.14,105.14,微信支付,华东仓,达人直播,日常销售,冲动购,24,23,healthy,
ORD202602240304,2026-02-24,Pinduoduo,拼多多店铺,华东,电脑外设,机械键盘84配列,299,3,897,165.2,0.0,739.8,316.8,支付宝,华东仓,自然流量,日常销售,新客,56,53,healthy,
ORD202602050305,2026-02-05,Tmall,天猫旗舰店,华南,耳机,主动降噪蓝牙耳机Pro,329,1,329,26.52,0.0,310.48,148.48,微信支付,华南仓,会员复购,新品上新,老客,113,112,healthy,
ORD202601180306,2026-01-18,Douyin,抖音直播间,华南,手机配件,磁吸无线充15W,159,2,318,54.03,0.0,273.97,147.97,微信支付,华北仓,信息流,新品上新,新客,97,95,healthy,
ORD202601290307,2026-01-29,Tmall,天猫旗舰店,华北,手机配件,PD快充头20W,79,4,316,34.82,0.0,281.18,157.18,微信支付,华南仓,搜索,平台大促,新客,64,60,healthy,
ORD202603190308,2026-03-19,Tmall,天猫旗舰店,东北,智能穿戴,运动手表Lite,399,3,1197,108.89,0.0,1088.11,524.11,微信支付,华南仓,搜索,日常销售,新客,57,54,healthy,
ORD202601260309,2026-01-26,Pinduoduo,拼多多店铺,华东,手机配件,磁吸无线充15W,159,1,159,31.81,0.0,127.19,64.19,支付宝,华南仓,自然流量,新品上新,老客,29,28,healthy,
ORD202603110310,2026-03-11,WeChatMall,微信小程序商城,华北,电脑外设,机械键盘84配列,299,1,299,8.22,0.0,298.78,157.78,微信支付,华北仓,朋友圈,清仓促销,老客,114,113,healthy,
ORD202602190311,2026-02-19,JD,京东自营店,西南,手机配件,编织数据线Type-C 2m,49,2,98,5.99,0.0,98.01,66.01,支付宝,华南仓,企业团购,直播专场,新客,58,56,healthy,
ORD202601230312,2026-01-23,Douyin,抖音直播间,华东,手机配件,磁吸无线充15W,159,1,159,24.14,0.0,140.86,77.86,支付宝,华东仓,达人直播,日常销售,新客,37,36,healthy,
ORD202602050313,2026-02-05,Tmall,天猫旗舰店,华北,耳机,主动降噪蓝牙耳机Pro,329,2,658,34.52,0.0,623.48,299.48,京东支付,华北仓,店播,日常销售,会员,88,86,healthy,
ORD202603210314,2026-03-21,Tmall,天猫旗舰店,华北,智能家居,智能门锁青春版,1299,1,1299,193.43,0.0,1111.57,393.57,支付宝,华北仓,会员复购,平台大促,老客,97,96,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602280315,2026-02-28,JD,京东自营店,华南,平板周边,手写笔Pro,229,1,229,12.37,0.0,222.63,125.63,京东支付,华东仓,站内推荐,会员日,老客,51,50,healthy,
ORD202601030316,2026-01-03,Tmall,天猫旗舰店,华中,智能穿戴,旗舰手表X1,899,1,899,40.83,0.0,858.17,406.17,微信支付,西南仓,店播,日常销售,新客,70,69,healthy,
ORD202603170317,2026-03-17,Douyin,抖音直播间,华东,耳机,主动降噪蓝牙耳机Pro,329,2,658,91.31,314.2,252.49,-71.51,支付宝,华南仓,信息流,会员日,新客,48,46,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202602180318,2026-02-18,Douyin,抖音直播间,华东,智能穿戴,运动手表Lite,399,1,399,59.78,0.0,339.22,151.22,微信支付,华南仓,信息流,会员日,粉丝,56,55,healthy,
ORD202602070319,2026-02-07,JD,京东自营店,华东,智能穿戴,旗舰手表X1,899,2,1798,183.5,0.0,1614.5,710.5,京东支付,华北仓,搜索,直播专场,企业客户,102,100,healthy,
ORD202603150320,2026-03-15,JD,京东自营店,华南,智能穿戴,运动手表Lite,399,2,798,25.95,0.0,772.05,396.05,支付宝,华东仓,搜索,新品上新,新客,99,97,healthy,
ORD202601260321,2026-01-26,JD,京东自营店,西南,智能家居,智能插座双口版,69,2,138,10.87,0.0,127.13,73.13,微信支付,华东仓,站内推荐,日常销售,老客,80,78,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601070322,2026-01-07,Tmall,天猫旗舰店,西南,智能穿戴,儿童手表Lite,499,1,499,38.06,0.0,460.94,224.94,微信支付,华东仓,搜索,日常销售,会员,59,58,healthy,
ORD202601250323,2026-01-25,Douyin,抖音直播间,华南,平板周边,磁吸键盘Air,349,1,349,30.68,310.37,7.95,-154.05,微信支付,华东仓,信息流,日常销售,新客,64,63,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202603180324,2026-03-18,JD,京东自营店,华东,手机配件,PD快充头20W,79,1,79,5.47,0.0,73.53,42.53,支付宝,华南仓,站内推荐,平台大促,老客,78,77,healthy,
ORD202601020325,2026-01-02,JD,京东自营店,华东,电脑外设,USB-C扩展坞7合1,239,1,239,8.35,0.0,230.65,118.65,支付宝,华东仓,搜索,新品上新,企业客户,84,83,healthy,
ORD202603290326,2026-03-29,JD,京东自营店,华东,平板周边,折叠支架Max,129,1,129,9.84,0.0,119.16,67.16,支付宝,华南仓,企业团购,日常销售,新客,118,117,healthy,
ORD202601070327,2026-01-07,Tmall,天猫旗舰店,华中,智能家居,智能插座双口版,69,2,138,11.86,0.0,126.14,72.14,支付宝,华南仓,店播,平台大促,老客,107,105,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603070328,2026-03-07,Tmall,天猫旗舰店,华中,手机配件,PD快充头20W,79,2,158,5.38,0.0,158.62,96.62,微信支付,华北仓,搜索,会员日,新客,103,101,healthy,
ORD202601150329,2026-01-15,JD,京东自营店,华东,手机配件,PD快充头20W,79,3,237,18.68,0.0,228.32,135.32,支付宝,华南仓,站内推荐,平台大促,老客,110,107,healthy,
ORD202601130330,2026-01-13,Douyin,抖音直播间,华东,智能穿戴,旗舰手表X1,899,1,899,74.68,0.0,834.32,382.32,支付宝,华南仓,达人直播,清仓促销,新客,78,77,healthy,
ORD202601100331,2026-01-10,Douyin,抖音直播间,华东,电脑外设,无线鼠标静音版,139,1,139,12.65,0.0,126.35,72.35,微信支付,华东仓,达人直播,日常销售,冲动购,82,81,healthy,
ORD202601150332,2026-01-15,Douyin,抖音直播间,华南,智能家居,智能摄像头云台版,259,2,518,69.82,0.0,458.18,216.18,支付宝,华北仓,达人直播,直播专场,冲动购,46,44,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603160333,2026-03-16,JD,京东自营店,西南,电脑外设,无线鼠标静音版,139,1,139,6.54,0.0,142.46,88.46,支付宝,华东仓,站内推荐,日常销售,老客,61,60,healthy,
ORD202601100334,2026-01-10,Tmall,天猫旗舰店,华南,电脑外设,机械键盘84配列,299,1,299,30.76,0.0,278.24,137.24,微信支付,华北仓,店播,直播专场,老客,29,28,healthy,
ORD202602170335,2026-02-17,Tmall,天猫旗舰店,华中,智能穿戴,运动手表Lite,399,2,798,84.43,0.0,713.57,337.57,微信支付,华南仓,会员复购,直播专场,会员,71,69,healthy,
ORD202601200336,2026-01-20,WeChatMall,微信小程序商城,华南,手机配件,GaN氮化镓快充头30W,119,1,119,3.36,0.0,121.64,76.64,支付宝,华北仓,社群团购,日常销售,老客,37,36,healthy,
ORD202601030337,2026-01-03,Douyin,抖音直播间,华南,手机配件,PD快充头20W,79,3,237,35.65,0.0,207.35,114.35,微信支付,华东仓,信息流,直播专场,新客,81,78,healthy,直播专场拉动单笔多件成交
ORD202602130338,2026-02-13,WeChatMall,微信小程序商城,华南,智能家居,智能插座双口版,69,1,69,3.82,0.0,71.18,44.18,支付宝,华东仓,社群团购,清仓促销,会员,77,76,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601260339,2026-01-26,Douyin,抖音直播间,华北,耳机,主动降噪蓝牙耳机Pro,329,2,658,108.48,0.0,549.52,225.52,微信支付,华南仓,短视频种草,日常销售,冲动购,49,47,healthy,
ORD202602100340,2026-02-10,JD,京东自营店,华北,手机配件,编织数据线Type-C 2m,49,2,98,4.24,0.0,99.76,67.76,微信支付,华南仓,企业团购,日常销售,老客,108,106,healthy,
ORD202602190341,2026-02-19,JD,京东自营店,华北,手机配件,磁吸无线充15W,159,2,318,6.6,0.0,319.4,193.4,京东支付,华北仓,搜索,日常销售,企业客户,70,68,healthy,
ORD202602140342,2026-02-14,JD,京东自营店,西南,耳机,主动降噪蓝牙耳机Pro,329,1,329,25.21,105.55,198.24,36.24,微信支付,西南仓,搜索,直播专场,企业客户,39,38,healthy,
ORD202602200343,2026-02-20,Douyin,抖音直播间,华中,手机配件,磁吸无线充15W,159,1,159,25.46,0.0,133.54,70.54,支付宝,华北仓,短视频种草,日常销售,冲动购,49,48,healthy,
ORD202602190344,2026-02-19,Pinduoduo,拼多多店铺,华南,手机配件,GaN氮化镓快充头30W,119,1,119,30.28,0.0,98.72,53.72,支付宝,华东仓,活动会场,平台大促,价格敏感,108,107,healthy,
ORD202603200345,2026-03-20,Douyin,抖音直播间,华南,智能穿戴,旗舰手表X1,899,3,2697,239.55,0.0,2457.45,1101.45,微信支付,华东仓,信息流,直播专场,冲动购,111,108,healthy,直播专场拉动单笔多件成交
ORD202601040346,2026-01-04,Tmall,天猫旗舰店,华东,智能穿戴,运动手表Lite,399,4,1596,179.05,0.0,1416.95,664.95,支付宝,华东仓,会员复购,平台大促,老客,98,94,healthy,
ORD202601050347,2026-01-05,Douyin,抖音直播间,西南,耳机,开放式耳夹耳机Air,269,3,807,66.76,0.0,748.24,397.24,微信支付,华东仓,达人直播,直播专场,新客,46,43,healthy,直播专场拉动单笔多件成交
ORD202603270348,2026-03-27,JD,京东自营店,华东,智能家居,智能摄像头云台版,259,2,518,14.55,0.0,509.45,267.45,京东支付,西南仓,企业团购,会员日,企业客户,40,38,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602010349,2026-02-01,Douyin,抖音直播间,华东,平板周边,折叠支架Max,129,2,258,27.54,0.0,230.46,126.46,京东支付,西南仓,信息流,直播专场,新客,106,104,healthy,
ORD202602060350,2026-02-06,Douyin,抖音直播间,华中,智能家居,智能插座双口版,69,1,69,11.75,48.35,16.9,-10.1,支付宝,华南仓,达人直播,日常销售,粉丝,94,93,overstock_risk,活动后退款偏高，需复盘详情页和售后承诺
ORD202601130351,2026-01-13,WeChatMall,微信小程序商城,西南,智能穿戴,儿童手表Lite,499,1,499,46.92,0.0,452.08,216.08,微信支付,华东仓,私域复购,平台大促,团购,114,113,healthy,
ORD202602200352,2026-02-20,JD,京东自营店,华东,耳机,主动降噪蓝牙耳机Pro,329,1,329,17.56,0.0,311.44,149.44,微信支付,华南仓,站内推荐,直播专场,老客,66,65,healthy,
ORD202602090353,2026-02-09,Tmall,天猫旗舰店,华北,耳机,运动耳机Lite,199,1,199,9.14,0.0,199.86,113.86,京东支付,华东仓,店播,日常销售,新客,20,19,healthy,
ORD202603150354,2026-03-15,Douyin,抖音直播间,华东,手机配件,PD快充头20W,79,2,158,13.74,0.0,152.26,90.26,云闪付,华南仓,信息流,日常销售,冲动购,65,63,healthy,
ORD202603160355,2026-03-16,Tmall,天猫旗舰店,华东,电脑外设,USB-C扩展坞7合1,239,1,239,10.54,0.0,234.46,122.46,支付宝,华东仓,搜索,日常销售,新客,34,33,healthy,
ORD202602080356,2026-02-08,Tmall,天猫旗舰店,华北,耳机,运动耳机Lite,199,1,199,22.55,0.0,186.45,100.45,微信支付,华南仓,店播,会员日,老客,89,88,healthy,
ORD202601140357,2026-01-14,Douyin,抖音直播间,东北,耳机,开放式耳夹耳机Air,269,1,269,43.57,0.0,231.43,114.43,支付宝,华东仓,短视频种草,平台大促,新客,116,115,healthy,
ORD202602250358,2026-02-25,JD,京东自营店,华东,手机配件,PD快充头20W,79,5,395,24.65,0.0,370.35,215.35,支付宝,华东仓,企业团购,直播专场,企业客户,95,90,healthy,
